trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,treatments
10,10096249,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,10563711,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,10571724,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,10698217,Animal PM,Not Disease,Missing Gene,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,10721491,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,10769680,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,10780526,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,10894834,Not PM,,,,,,,,,[]
10,10928178,Not PM,,,,,,,,,[]
10,10971728,Not PM,,,,,,,,,[]
10,10982396,Animal PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,11018522,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,11041373,Not PM,,,,,,,,,[]
10,11048809,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,11073336,Not PM,,,,,,,,,[]
10,11376557,Human PM,Not Disease,Different Variant,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,11689295,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,11831067,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,12086670,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,12498373,Not PM,,,,,,,,,[]
10,12579529,Not PM,,,,,,,,,[]
10,12620973,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,12655446,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,12702540,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,12844284,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,1378413,Animal PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,14517845,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,14599476,Not PM,,,,,,,,,[]
10,14712761,Not PM,,,,,,,,,[]
10,14751520,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,14757533,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,15104221,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,15194144,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,15220363,Not PM,,,,,,,,,[]
10,15223779,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,15272532,Not PM,,,,,,,,,[]
10,15304158,Not PM,,,,,,,,,[]
10,15316312,Not PM,,,,,,,,,[]
10,15448036,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,15523674,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,15551014,Not PM,,,,,,,,,[]
10,15572665,Animal PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,15581965,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,15803191,Not PM,,,,,,,,,[]
10,15837988,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,15846140,Not PM,,,,,,,,,[]
10,15870711,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,15871997,Not PM,,,,,,,,,[]
10,15906230,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,15948115,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,16021678,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,16033830,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,16034302,Not PM,,,,,,,,,[]
10,16291174,Not PM,,,,,,,,,[]
10,16519562,Not PM,,,,,,,,,[]
10,16572634,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,16647948,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,16677730,Not PM,,,,,,,,,[]
10,16683571,Not PM,,,,,,,,,[]
10,16689459,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,16718773,Not PM,,,,,,,,,[]
10,16741525,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,16767900,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,16773562,Not PM,,,,,,,,,[]
10,16819660,Not PM,,,,,,,,,[]
10,16908931,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,16917210,Not PM,,,,,,,,,[]
10,16969355,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,17145809,Not PM,,,,,,,,,[]
10,17168979,Not PM,,,,,,,,,[]
10,17214848,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,17372901,Human PM,More Specific,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,17381803,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,17437861,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,17495964,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,17532859,Not PM,,,,,,,,,[]
10,17632543,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,17658483,Animal PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,17724707,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,17906880,Not PM,,,,,,,,,[]
10,17928597,Not PM,,,,,,,,,[]
10,17975146,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,17976211,Not PM,,,,,,,,,[]
10,18066592,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,18337649,Not PM,,,,,,,,,[]
10,18510589,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,18795925,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,18835628,Animal PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,18936790,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,18980976,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,19018266,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,19035443,Human PM,Exact,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,19047099,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,19058199,Not PM,,,,,,,,,[]
10,19096980,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,19118061,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,19181784,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,19264228,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Excludes,[]
10,19319568,Not PM,,,,,,,,,[]
10,19401629,Not PM,,,,,,,,,[]
10,19453770,Animal PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,19509136,Not PM,,,,,,,,,[]
10,19652585,Not PM,,,,,,,,,[]
10,19652882,Not PM,,,,,,,,,[]
10,19671763,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Not Discussed,[]
10,19718013,Not PM,,,,,,,,,[]
10,19723893,Human PM,Not Disease,Exact,KIT (L576P),Exact,KIT amplification,,,Excludes,[]
10,19788535,Not PM,,,,,,,,,[]
10,19802003,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Not Discussed,[]
10,19818761,Not PM,,,,,,,,,[]
10,19847190,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,19992623,Not PM,,,,,,,,,[]
10,19996579,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,20002770,Not PM,,,,,,,,,[]
10,20147452,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,20230995,Not PM,,,,,,,,,[]
10,20231303,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,20351332,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,20372153,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,20393324,Not PM,,,,,,,,,[]
10,20520810,Not PM,,,,,,,,,[]
10,20525481,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,20571149,Not PM,,,,,,,,,[]
10,20931043,Not PM,,,,,,,,,[]
10,20953721,Not PM,,,,,,,,,[]
10,21069551,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Excludes,[]
10,21119596,Not PM,,,,,,,,,[]
10,21157411,Not PM,,,,,,,,,[]
10,21159146,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,21193513,Not PM,,,,,,,,,[]
10,21279973,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,21325067,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,21421471,Not PM,,,,,,,,,[]
10,21427728,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,21495997,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,21498916,Not PM,,,,,,,,,[]
10,21569090,Human PM,Exact,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,21595858,Animal PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,21642685,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,21680281,Not PM,,,,,,,,,[]
10,21680547,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,21750866,Not PM,,,,,,,,,[]
10,21820868,Not PM,,,,,,,,,[]
10,21825314,Animal PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,21826063,Not PM,,,,,,,,,[]
10,21848624,Animal PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,21897303,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,21905615,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,21964182,Not PM,,,,,,,,,[]
10,21971089,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,22028422,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,22068222,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,22094233,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,22153896,Animal PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,22261812,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,22267755,Not PM,,,,,,,,,[]
10,22281663,Not PM,,,,,,,,,[]
10,22394203,Not PM,,,,,,,,,[]
10,22453014,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,22464346,Not PM,,,,,,,,,[]
10,22493355,Not PM,,,,,,,,,[]
10,22500535,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,22513068,Not PM,,,,,,,,,[]
10,22643209,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,22652629,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,22661391,Not PM,,,,,,,,,[]
10,22736149,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,22777071,Not PM,,,,,,,,,[]
10,22791410,Human PM,More Specific,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,22798288,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Excludes,[]
10,22809251,Not PM,,,,,,,,,[]
10,22811327,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,22865324,Not PM,,,,,,,,,[]
10,22946753,Not PM,,,,,,,,,[]
10,22972589,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,22987942,Not PM,,,,,,,,,[]
10,23013295,Not PM,,,,,,,,,[]
10,23020132,Not PM,,,,,,,,,[]
10,23114504,Not PM,,,,,,,,,[]
10,23120215,Not PM,,,,,,,,,[]
10,23127174,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,23228190,Not PM,,,,,,,,,[]
10,23299198,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,23325742,Not PM,,,,,,,,,[]
10,23373092,Not PM,,,,,,,,,[]
10,23376011,Not PM,,,,,,,,,[]
10,23416972,Human PM,Exact,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,23459373,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,23528861,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,23582185,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,23614295,Not PM,,,,,,,,,[]
10,23637779,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,23664541,Not PM,,,,,,,,,[]
10,23684619,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,23762150,Not PM,,,,,,,,,[]
10,23775962,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,23796270,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,23860532,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,23890756,Not PM,,,,,,,,,[]
10,23940219,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,23958542,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,24123000,Not PM,,,,,,,,,[]
10,24128326,Not PM,,,,,,,,,[]
10,24168499,Not PM,,,,,,,,,[]
10,24249959,Not PM,,,,,,,,,[]
10,24258978,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,24276025,Not PM,,,,,,,,,[]
10,24341237,Not PM,,,,,,,,,[]
10,24410469,Not PM,,,,,,,,,[]
10,24413374,Not PM,,,,,,,,,[]
10,24463461,Not PM,,,,,,,,,[]
10,24489649,Not PM,,,,,,,,,[]
10,24531699,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,24535703,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,24603591,Not PM,,,,,,,,,[]
10,24628300,Not PM,,,,,,,,,[]
10,24652072,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,24659394,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,24744618,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,24815565,Not PM,,,,,,,,,[]
10,24820757,Not PM,,,,,,,,,[]
10,24841458,Not PM,,,,,,,,,[]
10,2484276,Not PM,,,,,,,,,[]
10,24858774,Not PM,,,,,,,,,[]
10,24866436,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,24909096,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,24932168,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,24950457,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,24959073,Not PM,,,,,,,,,[]
10,24974197,Not PM,,,,,,,,,[]
10,25003536,Human PM,Exact,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Not Discussed,[]
10,25042176,Not PM,,,,,,,,,[]
10,25081383,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes,[]
10,25131236,Not PM,,,,,,,,,[]
10,25145428,Not PM,,,,,,,,,[]
10,25149706,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,25178104,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,25191086,Not PM,,,,,,,,,[]
10,25242168,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,25246181,Not PM,,,,,,,,,[]
10,25285888,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,25305360,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes,[]
10,25317746,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Excludes,[]
10,25324906,Not PM,,,,,,,,,[]
10,25557167,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,25573046,Not PM,,,,,,,,,[]
10,25609545,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,25667274,Not PM,,,,,,,,,[]
10,25669042,Not PM,,,,,,,,,[]
10,25674197,Not PM,,,,,,,,,[]
10,25797573,Human PM,Exact,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,25841460,Not PM,,,,,,,,,[]
10,25841461,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,25841462,Human PM,More Specific,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,25857817,Not PM,,,,,,,,,[]
10,25917463,Not PM,,,,,,,,,[]
10,25944484,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,26004560,Not PM,,,,,,,,,[]
10,26022288,Not PM,,,,,,,,,[]
10,26076063,Not PM,,,,,,,,,[]
10,26084293,Not PM,,,,,,,,,[]
10,26157721,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,26210681,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,26217117,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,26247786,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,26264378,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,26277786,Not PM,,,,,,,,,[]
10,26282084,Not PM,,,,,,,,,[]
10,26350141,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,26384656,Not PM,,,,,,,,,[]
10,26399561,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,26424760,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,26484880,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,26485776,Not PM,,,,,,,,,[]
10,26547010,Not PM,,,,,,,,,[]
10,26580448,Not PM,,,,,,,,,[]
10,26601869,Not PM,,,,,,,,,[]
10,26618350,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,26697198,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,26709572,Not PM,,,,,,,,,[]
10,26710785,Not PM,,,,,,,,,[]
10,26725706,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,26782702,Not PM,,,,,,,,,[]
10,26796903,Not PM,,,,,,,,,[]
10,26916897,Not PM,,,,,,,,,[]
10,26942271,Human PM,Not Disease,Exact,KIT (L576P),Exact,KIT amplification,,,Not Discussed,[]
10,26973244,Not PM,,,,,,,,,[]
10,26999478,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,27004972,Not PM,,,,,,,,,[]
10,27040853,Not PM,,,,,,,,,[]
10,27053954,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,27123097,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,27147111,Not PM,,,,,,,,,[]
10,27167336,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,27349976,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,27469332,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Excludes,[]
10,27502704,Human PM,Exact,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,27525395,Not PM,,,,,,,,,[]
10,27536065,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,27634912,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes,[]
10,27771229,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,27771610,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,27830301,Not PM,,,,,,,,,[]
10,27857005,Not PM,,,,,,,,,[]
10,27926791,Not PM,,,,,,,,,[]
10,28026870,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,28045471,Not PM,,,,,,,,,[]
10,28072717,Not PM,,,,,,,,,[]
10,28134726,Human PM,More Specific,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,28177873,Not PM,,,,,,,,,[]
10,28203297,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,28228322,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,28296713,Human PM,Exact,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches,[]
10,28325255,Not PM,,,,,,,,,[]
10,28327988,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Excludes,[]
10,28334439,Human PM,Exact,Exact,KIT (L576P),Exact,KIT amplification,,,Matches,[]
10,28352666,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,28352985,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,28353981,Not PM,,,,,,,,,[]
10,28380455,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,28421416,Human PM,More General,Exact,KIT (L576P),Exact,KIT amplification,,,Not Discussed,[]
10,28443572,Not PM,,,,,,,,,[]
10,28494469,Human PM,Exact,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes,[]
10,28511217,Not PM,,,,,,,,,[]
10,28543798,Not PM,,,,,,,,,[]
10,28600969,Not PM,,,,,,,,,[]
10,28638859,Not PM,,,,,,,,,[]
10,28639239,Not PM,,,,,,,,,[]
10,28720667,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,28724802,Not PM,,,,,,,,,[]
10,29035277,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,29043755,Not PM,,,,,,,,,[]
10,29061376,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches,[]
10,29061773,Not PM,,,,,,,,,[]
10,29066909,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,29093181,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,29123407,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,29137292,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
10,29181911,Not PM,,,,,,,,,[]
10,29187473,Human PM,More Specific,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes,[]
10,29230811,Human PM,More Specific,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches,[]
10,29273148,Not PM,,,,,,,,,[]
10,29465578,Not PM,,,,,,,,,[]
10,29512873,Not PM,,,,,,,,,[]
10,29573334,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,29600692,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,29618556,Not PM,,,,,,,,,[]
10,29629647,Animal PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,29662561,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Not Discussed,[]
10,29746316,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Not Discussed,[]
