trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc
9,NCT00940563,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT00954655,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT00956072,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT00984646,Not PM,,,,,,,,
9,NCT01007552,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01022151,Not PM,,,,,,,,
9,NCT01028222,Human PM,Not Disease,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01030562,Not PM,,,,,,,,
9,NCT01031628,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01049776,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01049893,Human PM,More General,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01089595,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01090011,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01091207,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01092728,Human PM,Not Disease,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01110668,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01114087,Not PM,,,,,,,,
9,NCT01151852,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01152827,Not PM,,,,,,,,
9,NCT01152853,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01157065,Not PM,,,,,,,,
9,NCT01172548,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01178307,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01186055,Not PM,,,,,,,,
9,NCT01206582,Not PM,,,,,,,,
9,NCT01222143,Human PM,Not Disease,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01222689,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01226056,Human PM,More General,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01227746,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01233908,Not PM,,,,,,,,
9,NCT01239381,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01250119,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01252628,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01259089,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01260350,Not PM,,,,,,,,
9,NCT01261429,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01267695,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01270893,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01273077,Not PM,,,,,,,,
9,NCT01280201,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01280565,Human PM,Not Disease,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01290198,Not PM,,,,,,,,
9,NCT01306045,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01313637,Not PM,,,,,,,,
9,NCT01313650,Not PM,,,,,,,,
9,NCT01316263,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01316900,Not PM,,,,,,,,
9,NCT01316913,Not PM,,,,,,,,
9,NCT01323400,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01329549,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT01336543,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01357915,Not PM,,,,,,,,
9,NCT01376388,Not PM,,,,,,,,
9,NCT01379703,Not PM,,,,,,,,
9,NCT01386502,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01396148,Human PM,Exact,Missing Variant,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT01404650,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01436110,Not PM,,,,,,,,
9,NCT01440959,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01441128,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01455259,Human PM,More General,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01462994,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01471730,Not PM,,,,,,,,
9,NCT01478373,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01500525,Not PM,,,,,,,,
9,NCT01505205,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01506336,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01524848,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01541709,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01543113,Human PM,Not Disease,Different Variant,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01548170,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT01625390,Not PM,,,,,,,,
9,NCT01638546,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01643278,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01694277,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01731925,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01737255,Not PM,,,,,,,,
9,NCT01738139,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01762293,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01768104,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01771458,Human PM,More General,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01807546,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01813136,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01855724,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01859026,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01865565,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01874665,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01911507,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01922583,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01967134,Not PM,,,,,,,,
9,NCT01970865,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01972750,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT01991379,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02008383,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02009423,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02014909,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02015065,Human PM,Exact,Missing Variant,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02066038,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02071940,Human PM,Not Disease,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02073994,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02086721,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02087176,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02087241,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02098967,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02099708,Not PM,,,,,,,,
9,NCT02138526,Not PM,,,,,,,,
9,NCT02140723,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02163733,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02171286,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02183870,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02186301,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02216578,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02220491,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02235701,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02235714,Not PM,,,,,,,,
9,NCT02260505,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02264613,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02268435,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02272998,Human PM,More General,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02291796,Not PM,,,,,,,,
9,NCT02294357,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02315625,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02331914,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02336724,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02342600,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02365441,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02367651,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02399943,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02401815,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02413736,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02429687,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT02443948,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02461849,Human PM,More General,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02508532,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02571036,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02576080,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02576444,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02588261,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02589496,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02596113,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02606097,Human PM,Exact,Different Variant,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02607332,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02612285,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02632448,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02638766,Human PM,Exact,Missing Variant,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02642016,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02648724,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02657551,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02776878,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02827617,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02828774,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02836847,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02845414,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02877368,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02884154,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02889328,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02924714,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02929186,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02931981,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02935907,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02954523,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02965378,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT02980302,Not PM,,,,,,,,
9,NCT03050411,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03075410,Not PM,,,,,,,,
9,NCT03084757,Human PM,More General,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03092128,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03109301,Human PM,More Specific,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03147976,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03165721,Human PM,Exact,Missing Variant,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03171389,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03191149,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03216343,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03227926,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03238820,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03268382,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT03291054,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03345485,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03381781,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03383575,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03410875,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03424876,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03425201,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03440515,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03465722,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03466268,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03471273,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03479645,Not PM,,,,,,,,
9,NCT03491683,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03493152,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Excludes
9,NCT03524677,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03525392,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03556384,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03562429,Not PM,,,,,,,,
9,NCT03594422,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03609424,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03637686,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03641313,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03645200,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03649919,Not PM,,,,,,,,
9,NCT03684811,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03714958,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03745716,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03780257,Not PM,,,,,,,,
9,NCT03787602,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03792542,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03815474,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03822741,Not PM,,,,,,,,
9,NCT03831932,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03832569,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03855371,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03862885,Human PM,Exact,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03923400,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03927599,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03944304,Human PM,Exact,Exact,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03951116,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
9,NCT03957564,Human PM,Not Disease,Missing Gene,KIT (exon 9 502_503 duplication),,,,,Matches
10,NCT00000728,Not PM,,,,,,,,
10,NCT00000900,Not PM,,,,,,,,
10,NCT00003440,Not PM,,,,,,,,
10,NCT00005983,Not PM,,,,,,,,
10,NCT00006113,Not PM,,,,,,,,
10,NCT00031733,Not PM,,,,,,,,
10,NCT00041340,Not PM,,,,,,,,
10,NCT00069498,Not PM,,,,,,,,
10,NCT00071981,Not PM,,,,,,,,
10,NCT00082875,Not PM,,,,,,,,
10,NCT00089206,Not PM,,,,,,,,
10,NCT00095459,Not PM,,,,,,,,
10,NCT00101582,Not PM,,,,,,,,
10,NCT00113360,Not PM,,,,,,,,
10,NCT00116935,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00154388,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00159016,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00171912,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches
10,NCT00180921,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00235482,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00237185,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00246012,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00249262,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00265798,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00287898,Not PM,,,,,,,,
10,NCT00288938,Not PM,,,,,,,,
10,NCT00304083,Not PM,,,,,,,,
10,NCT00304200,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00304278,Not PM,,,,,,,,
10,NCT00311207,Not PM,,,,,,,,
10,NCT00324597,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00334776,Not PM,,,,,,,,
10,NCT00335556,Not PM,,,,,,,,
10,NCT00337883,Not PM,,,,,,,,
10,NCT00348088,Not PM,,,,,,,,
10,NCT00356603,Not PM,,,,,,,,
10,NCT00364780,Not PM,,,,,,,,
10,NCT00367861,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches
10,NCT00411151,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00424515,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00436215,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00436605,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00443313,Not PM,,,,,,,,
10,NCT00445783,Not PM,,,,,,,,
10,NCT00470054,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00470470,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00491621,Not PM,,,,,,,,
10,NCT00514605,Not PM,,,,,,,,
10,NCT00518895,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00533702,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00548184,Not PM,,,,,,,,
10,NCT00577382,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00578864,Not PM,,,,,,,,
10,NCT00598741,Not PM,,,,,,,,
10,NCT00600015,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00607113,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00615355,Not PM,,,,,,,,
10,NCT00620984,Not PM,,,,,,,,
10,NCT00631618,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00640692,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00682786,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00697632,Not PM,,,,,,,,
10,NCT00700882,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00707408,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00716287,Not PM,,,,,,,,
10,NCT00726752,Not PM,,,,,,,,
10,NCT00774215,Not PM,,,,,,,,
10,NCT00788775,Human PM,Exact,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00803569,Not PM,,,,,,,,
10,NCT00818441,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00838240,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Excludes
10,NCT00849407,Not PM,,,,,,,,
10,NCT00859937,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00866177,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00869674,Not PM,,,,,,,,
10,NCT00881049,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00886132,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00900224,Not PM,,,,,,,,
10,NCT00923117,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT00926042,Not PM,,,,,,,,
10,NCT00936221,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00937937,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT00952939,Not PM,,,,,,,,
10,NCT00972686,Not PM,,,,,,,,
10,NCT00975923,Not PM,,,,,,,,
10,NCT00991991,Not PM,,,,,,,,
10,NCT00996827,Not PM,,,,,,,,
10,NCT01028222,Human PM,More General,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches
10,NCT01049776,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01070706,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT01074710,Human PM,Not Disease,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01091207,Human PM,Not Disease,Different Variant,KIT (L576P),Different Variant,KIT amplification,,,Matches
10,NCT01092585,Not PM,,,,,,,,
10,NCT01092728,Human PM,Exact,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01095198,Not PM,,,,,,,,
10,NCT01099514,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT01102569,Not PM,,,,,,,,
10,NCT01103128,Not PM,,,,,,,,
10,NCT01137994,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01153763,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01168050,Human PM,More General,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT01175356,Not PM,,,,,,,,
10,NCT01217229,Not PM,,,,,,,,
10,NCT01217463,Not PM,,,,,,,,
10,NCT01226056,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT01227746,Human PM,Not Disease,Missing Variant,KIT (L576P),Missing Variant,KIT amplification,,,Matches
10,NCT01227889,Human PM,More General,Missing Gene,KIT (L576P),Missing Gene,KIT amplification,,,Matches
10,NCT01227967,Not PM,,,,,,,,
