trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
17,NCT00121225,Not PM,,,,,,,,,
17,NCT00160979,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT00172653,Not PM,,,,,,,,,
17,NCT00173849,Not PM,,,,,,,,,
17,NCT00174096,Not PM,,,,,,,,,
17,NCT00189332,Not PM,,,,,,,,,
17,NCT00195156,Not PM,,,,,,,,,
17,NCT00197912,Human PM,More Specific,Exact,TP53 loss of function,,,,,Not Discussed,Matches
17,NCT00198692,Not PM,,,,,,,,,
17,NCT00204334,Not PM,,,,,,,,,
17,NCT00204594,Not PM,,,,,,,,,
17,NCT00208351,Not PM,,,,,,,,,
17,NCT00243061,Not PM,,,,,,,,,
17,NCT00243503,Not PM,,,,,,,,,
17,NCT00254397,Not PM,,,,,,,,,
17,NCT00264056,Not PM,,,,,,,,,
17,NCT00285857,Not PM,,,,,,,,,
17,NCT00288938,Not PM,,,,,,,,,
17,NCT00294476,Not PM,,,,,,,,,
17,NCT00300612,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00302562,Not PM,,,,,,,,,
17,NCT00302588,Not PM,,,,,,,,,
17,NCT00308607,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00309023,Not PM,,,,,,,,,
17,NCT00314106,Not PM,,,,,,,,,
17,NCT00323206,Not PM,,,,,,,,,
17,NCT00338130,Not PM,,,,,,,,,
17,NCT00339222,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT00339404,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT00344799,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Not Discussed,Matches
17,NCT00348088,Human PM,More General,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00350597,Not PM,,,,,,,,,
17,NCT00363818,Not PM,,,,,,,,,
17,NCT00393029,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00394134,Not PM,,,,,,,,,
17,NCT00406900,Not PM,,,,,,,,,
17,NCT00420862,Not PM,,,,,,,,,
17,NCT00428597,Not PM,,,,,,,,,
17,NCT00432107,Not PM,,,,,,,,,
17,NCT00441662,Not PM,,,,,,,,,
17,NCT00445783,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00448136,Not PM,,,,,,,,,
17,NCT00450593,Human PM,Exact,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT00451165,Not PM,,,,,,,,,
17,NCT00463892,Not PM,,,,,,,,,
17,NCT00486603,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00486954,Not PM,,,,,,,,,
17,NCT00497003,Not PM,,,,,,,,,
17,NCT00507325,Not PM,,,,,,,,,
17,NCT00510302,Not PM,,,,,,,,,
17,NCT00512889,Not PM,,,,,,,,,
17,NCT00521053,Not PM,,,,,,,,,
17,NCT00526149,Not PM,,,,,,,,,
17,NCT00535314,Not PM,,,,,,,,,
17,NCT00536029,Not PM,,,,,,,,,
17,NCT00539591,Not PM,,,,,,,,,
17,NCT00540930,Not PM,,,,,,,,,
17,NCT00553618,Not PM,,,,,,,,,
17,NCT00559026,Not PM,,,,,,,,,
17,NCT00562380,Not PM,,,,,,,,,
17,NCT00565968,Not PM,,,,,,,,,
17,NCT00580320,Not PM,,,,,,,,,
17,NCT00587964,Not PM,,,,,,,,,
17,NCT00591500,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Not Discussed,Matches
17,NCT00597532,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT00600496,Not PM,,,,,,,,,
17,NCT00613509,Not PM,,,,,,,,,
17,NCT00617409,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00627835,Not PM,,,,,,,,,
17,NCT00633516,Not PM,,,,,,,,,
17,NCT00636155,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00660218,Not PM,,,,,,,,,
17,NCT00660686,Not PM,,,,,,,,,
17,NCT00661622,Not PM,,,,,,,,,
17,NCT00671918,Not PM,,,,,,,,,
17,NCT00672542,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00675727,Not PM,,,,,,,,,
17,NCT00679289,Not PM,,,,,,,,,
17,NCT00681486,Not PM,,,,,,,,,
17,NCT00700414,Not PM,,,,,,,,,
17,NCT00704938,Human PM,Exact,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00729807,Human PM,More Specific,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00734877,Not PM,,,,,,,,,
17,NCT00758173,Not PM,,,,,,,,,
17,NCT00763139,Not PM,,,,,,,,,
17,NCT00765921,Not PM,,,,,,,,,
17,NCT00776945,Not PM,,,,,,,,,
17,NCT00817518,Not PM,,,,,,,,,
17,NCT00835419,Not PM,,,,,,,,,
17,NCT00846833,Not PM,,,,,,,,,
17,NCT00847522,Not PM,,,,,,,,,
17,NCT00866177,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00871481,Not PM,,,,,,,,,
17,NCT00871533,Not PM,,,,,,,,,
17,NCT00885534,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00897481,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00897546,Not PM,,,,,,,,,
17,NCT00898183,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00900328,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00903175,Not PM,,,,,,,,,
17,NCT00921427,Not PM,,,,,,,,,
17,NCT00923169,Not PM,,,,,,,,,
17,NCT00929019,Not PM,,,,,,,,,
17,NCT00937690,Not PM,,,,,,,,,
17,NCT00952939,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT00954785,Not PM,,,,,,,,,
17,NCT00963664,Not PM,,,,,,,,,
17,NCT00966173,Not PM,,,,,,,,,
17,NCT00978913,Human PM,Exact,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT00985426,Not PM,,,,,,,,,
17,NCT00994669,Not PM,,,,,,,,,
17,NCT01005472,Not PM,,,,,,,,,
17,NCT01026324,Not PM,,,,,,,,,
17,NCT01029873,Not PM,,,,,,,,,
17,NCT01034787,Not PM,,,,,,,,,
17,NCT01037790,Not PM,,,,,,,,,
17,NCT01042535,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT01052740,Not PM,,,,,,,,,
17,NCT01053819,Not PM,,,,,,,,,
17,NCT01065467,Not PM,,,,,,,,,
17,NCT01069627,Not PM,,,,,,,,,
17,NCT01106040,Not PM,,,,,,,,,
17,NCT01106235,Not PM,,,,,,,,,
17,NCT01116934,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01121718,Not PM,,,,,,,,,
17,NCT01122641,Not PM,,,,,,,,,
17,NCT01153763,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01167998,Not PM,,,,,,,,,
17,NCT01183936,Not PM,,,,,,,,,
17,NCT01185652,Not PM,,,,,,,,,
17,NCT01204164,Not PM,,,,,,,,,
17,NCT01217398,Not PM,,,,,,,,,
17,NCT01240096,Not PM,,,,,,,,,
17,NCT01240590,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01245062,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01248910,Not PM,,,,,,,,,
17,NCT01266967,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01277757,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT01278940,Not PM,,,,,,,,,
17,NCT01281722,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Not Discussed,Matches
17,NCT01303939,Not PM,,,,,,,,,
17,NCT01307397,Not PM,,,,,,,,,
17,NCT01316692,Human PM,More Specific,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01320085,Not PM,,,,,,,,,
17,NCT01324609,Not PM,,,,,,,,,
17,NCT01326871,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01336270,Not PM,,,,,,,,,
17,NCT01338389,Not PM,,,,,,,,,
17,NCT01339663,Not PM,,,,,,,,,
17,NCT01372904,Not PM,,,,,,,,,
17,NCT01386502,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01400451,Not PM,,,,,,,,,
17,NCT01409733,Not PM,,,,,,,,,
17,NCT01410097,Not PM,,,,,,,,,
17,NCT01425008,Not PM,,,,,,,,,
17,NCT01435499,Not PM,,,,,,,,,
17,NCT01436656,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01443468,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT01444560,Not PM,,,,,,,,,
17,NCT01460810,Not PM,,,,,,,,,
17,NCT01463696,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01471054,Not PM,,,,,,,,,
17,NCT01489059,Not PM,,,,,,,,,
17,NCT01489423,Not PM,,,,,,,,,
17,NCT01495988,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01502293,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01519427,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01520519,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01543113,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01543581,Not PM,,,,,,,,,
17,NCT01554735,Not PM,,,,,,,,,
17,NCT01554865,Not PM,,,,,,,,,
17,NCT01563614,Not PM,,,,,,,,,
17,NCT01569360,Not PM,,,,,,,,,
17,NCT01573494,Not PM,,,,,,,,,
17,NCT01574729,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01589861,Not PM,,,,,,,,,
17,NCT01603212,Not PM,,,,,,,,,
17,NCT01610531,Not PM,,,,,,,,,
17,NCT01612988,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01652248,Not PM,,,,,,,,,
17,NCT01664000,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01670812,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01676779,Not PM,,,,,,,,,
17,NCT01687400,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01689519,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01701037,Not PM,,,,,,,,,
17,NCT01715259,Not PM,,,,,,,,,
17,NCT01720407,Not PM,,,,,,,,,
17,NCT01721746,Not PM,,,,,,,,,
17,NCT01737255,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT01738165,Not PM,,,,,,,,,
17,NCT01740401,Not PM,,,,,,,,,
17,NCT01748448,Not PM,,,,,,,,,
17,NCT01760525,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01773655,Human PM,More General,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01783938,Not PM,,,,,,,,,
17,NCT01794663,Not PM,,,,,,,,,
17,NCT01802320,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01827111,Not PM,,,,,,,,,
17,NCT01830049,Not PM,,,,,,,,,
17,NCT01840527,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01876212,Not PM,,,,,,,,,
17,NCT01877382,Human PM,Exact,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01878396,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01884129,Not PM,,,,,,,,,
17,NCT01884285,Not PM,,,,,,,,,
17,NCT01898494,Not PM,,,,,,,,,
17,NCT01914900,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01941927,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01942993,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01955915,Not PM,,,,,,,,,
17,NCT01955941,Not PM,,,,,,,,,
17,NCT01961115,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT01972347,Human PM,Exact,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT01974752,Not PM,,,,,,,,,
17,NCT01981525,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT01983748,Not PM,,,,,,,,,
17,NCT01993654,Not PM,,,,,,,,,
17,NCT02023710,Not PM,,,,,,,,,
17,NCT02042989,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02052115,Not PM,,,,,,,,,
17,NCT02065479,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02071940,Not PM,,,,,,,,,
17,NCT02076191,Not PM,,,,,,,,,
17,NCT02077764,Not PM,,,,,,,,,
17,NCT02079051,Not PM,,,,,,,,,
17,NCT02087176,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02087241,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02088762,Not PM,,,,,,,,,
17,NCT02090361,Not PM,,,,,,,,,
17,NCT02108652,Not PM,,,,,,,,,
17,NCT02129075,Human PM,More Specific,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02130466,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02131376,Not PM,,,,,,,,,
17,NCT02138292,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02140723,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02143635,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02146820,Not PM,,,,,,,,,
17,NCT02154672,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02157792,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02162641,Not PM,,,,,,,,,
17,NCT02171286,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02202200,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02203864,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02206360,Not PM,,,,,,,,,
17,NCT02223819,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02261961,Not PM,,,,,,,,,
17,NCT02264613,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02269384,Not PM,,,,,,,,,
17,NCT02274753,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02289326,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02300935,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02304458,Not PM,,,,,,,,,
17,NCT02306512,Not PM,,,,,,,,,
17,NCT02309632,Not PM,,,,,,,,,
17,NCT02319369,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02338622,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02340117,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02340156,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02359825,Not PM,,,,,,,,,
17,NCT02360579,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02363283,Not PM,,,,,,,,,
17,NCT02367105,Not PM,,,,,,,,,
17,NCT02385214,Not PM,,,,,,,,,
17,NCT02388048,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02392676,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT02400385,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02402439,Not PM,,,,,,,,,
17,NCT02414750,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02420106,Not PM,,,,,,,,,
17,NCT02424448,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02425306,Not PM,,,,,,,,,
17,NCT02431676,Not PM,,,,,,,,,
17,NCT02432963,Human PM,More Specific,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02437916,Not PM,,,,,,,,,
17,NCT02444585,Not PM,,,,,,,,,
17,NCT02448329,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02449538,Human PM,More General,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02449655,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02452281,Not PM,,,,,,,,,
17,NCT02452424,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02461849,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02470273,Not PM,,,,,,,,,
17,NCT02476513,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02498756,Not PM,,,,,,,,,
17,NCT02501551,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02506153,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02507492,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02518256,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Excludes,Matches
17,NCT02535650,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02545283,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02548143,Not PM,,,,,,,,,
17,NCT02576444,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02579278,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02579824,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02589496,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02593019,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Not Discussed,Not Discussed
17,NCT02608346,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02612285,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02612350,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02613325,Not PM,,,,,,,,,
17,NCT02624973,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02633059,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02638454,Not PM,,,,,,,,,
17,NCT02645149,Human PM,More Specific,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02646293,Not PM,,,,,,,,,
17,NCT02654821,Not PM,,,,,,,,,
17,NCT02667886,Not PM,,,,,,,,,
17,NCT02673970,Not PM,,,,,,,,,
17,NCT02688907,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02693600,Not PM,,,,,,,,,
17,NCT02694965,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02731144,Not PM,,,,,,,,,
17,NCT02734537,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02756611,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02756923,Not PM,,,,,,,,,
17,NCT02758665,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02761694,Human PM,More General,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02785627,Not PM,,,,,,,,,
17,NCT02790216,Not PM,,,,,,,,,
17,NCT02790944,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02808884,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02818023,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02827617,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02828202,Not PM,,,,,,,,,
17,NCT02842125,Human PM,More General,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02846623,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02849145,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02854124,Human PM,Exact,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02854657,Not PM,,,,,,,,,
17,NCT02860286,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02860819,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02889874,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Excludes,Matches
17,NCT02893085,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02905747,Not PM,,,,,,,,,
17,NCT02909972,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02910700,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02915666,Not PM,,,,,,,,,
17,NCT02941744,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02942706,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02961283,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02965950,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02967692,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02975700,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT02980731,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT02990611,Not PM,,,,,,,,,
17,NCT03006887,Not PM,,,,,,,,,
17,NCT03021460,Not PM,,,,,,,,,
17,NCT03022565,Human PM,More Specific,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT03028948,Not PM,,,,,,,,,
17,NCT03032757,Not PM,,,,,,,,,
17,NCT03034395,Not PM,,,,,,,,,
17,NCT03046641,Not PM,,,,,,,,,
17,NCT03050268,Human PM,More General,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT03052127,Not PM,,,,,,,,,
17,NCT03054168,Not PM,,,,,,,,,
17,NCT03063203,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT03064763,Not PM,,,,,,,,,
17,NCT03072043,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT03075735,Human PM,Not Disease,Missing Gene,TP53 loss of function,,,,,Matches,Matches
17,NCT03076567,Human PM,Not Disease,Exact,TP53 loss of function,,,,,Matches,Matches
17,NCT03082157,Not PM,,,,,,,,,
17,NCT03087253,Not PM,,,,,,,,,
18,NCT00001452,Not PM,,,,,,,,,
18,NCT00003222,Not PM,,,,,,,,,
18,NCT00003229,Not PM,,,,,,,,,
18,NCT00003308,Not PM,,,,,,,,,
18,NCT00004153,Not PM,,,,,,,,,
18,NCT00005815,Not PM,,,,,,,,,
18,NCT00006126,Not PM,,,,,,,,,
18,NCT00016263,Not PM,,,,,,,,,
18,NCT00027586,Not PM,,,,,,,,,
18,NCT00072345,Not PM,,,,,,,,,
18,NCT00074230,Not PM,,,,,,,,,
18,NCT00087373,Human PM,More Specific,Missing Variant,tumor cells with >50% membranous PD-L1 expression,,,,,Matches,Not Discussed
18,NCT00089219,Not PM,,,,,,,,,
18,NCT00094653,Not PM,,,,,,,,,
18,NCT00101166,Not PM,,,,,,,,,
18,NCT00107718,Not PM,,,,,,,,,
18,NCT00108875,Not PM,,,,,,,,,
18,NCT00112242,Not PM,,,,,,,,,
18,NCT00116363,Not PM,,,,,,,,,
18,NCT00128583,Not PM,,,,,,,,,
18,NCT00147550,Not PM,,,,,,,,,
18,NCT00155792,Not PM,,,,,,,,,
18,NCT00166985,Not PM,,,,,,,,,
18,NCT00174096,Not PM,,,,,,,,,
18,NCT00197522,Not PM,,,,,,,,,
18,NCT00197912,Not PM,,,,,,,,,
18,NCT00200577,Not PM,,,,,,,,,
18,NCT00232726,Not PM,,,,,,,,,
18,NCT00243529,Not PM,,,,,,,,,
18,NCT00257465,Not PM,,,,,,,,,
18,NCT00264056,Not PM,,,,,,,,,
18,NCT00265317,Not PM,,,,,,,,,
18,NCT00276835,Not PM,,,,,,,,,
18,NCT00287196,Not PM,,,,,,,,,
18,NCT00288938,Not PM,,,,,,,,,
18,NCT00300612,Not PM,,,,,,,,,
18,NCT00302588,Not PM,,,,,,,,,
18,NCT00313508,Not PM,,,,,,,,,
18,NCT00320411,Not PM,,,,,,,,,
18,NCT00324727,Not PM,,,,,,,,,
18,NCT00339222,Not PM,,,,,,,,,
18,NCT00339404,Not PM,,,,,,,,,
18,NCT00341991,Not PM,,,,,,,,,
18,NCT00344799,Not PM,,,,,,,,,
18,NCT00357747,Not PM,,,,,,,,,
18,NCT00386906,Not PM,,,,,,,,,
18,NCT00406900,Not PM,,,,,,,,,
18,NCT00424515,Not PM,,,,,,,,,
18,NCT00434057,Not PM,,,,,,,,,
18,NCT00445783,Not PM,,,,,,,,,
18,NCT00450593,Not PM,,,,,,,,,
18,NCT00459498,Not PM,,,,,,,,,
18,NCT00462982,Not PM,,,,,,,,,
18,NCT00463892,Not PM,,,,,,,,,
18,NCT00471887,Not PM,,,,,,,,,
18,NCT00482105,Not PM,,,,,,,,,
18,NCT00492440,Not PM,,,,,,,,,
18,NCT00507325,Not PM,,,,,,,,,
18,NCT00509288,Not PM,,,,,,,,,
18,NCT00509496,Not PM,,,,,,,,,
18,NCT00512889,Not PM,,,,,,,,,
18,NCT00513604,Not PM,,,,,,,,,
18,NCT00526149,Not PM,,,,,,,,,
18,NCT00536029,Not PM,,,,,,,,,
18,NCT00544648,Not PM,,,,,,,,,
18,NCT00577382,Not PM,,,,,,,,,
18,NCT00580320,Not PM,,,,,,,,,
18,NCT00612664,Not PM,,,,,,,,,
18,NCT00623402,Not PM,,,,,,,,,
18,NCT00623766,Not PM,,,,,,,,,
18,NCT00633516,Not PM,,,,,,,,,
18,NCT00667901,Not PM,,,,,,,,,
18,NCT00671918,Not PM,,,,,,,,,
18,NCT00702013,Not PM,,,,,,,,,
18,NCT00704938,Not PM,,,,,,,,,
18,NCT00746746,Not PM,,,,,,,,,
18,NCT00749684,Not PM,,,,,,,,,
18,NCT00758056,Not PM,,,,,,,,,
18,NCT00776945,Not PM,,,,,,,,,
18,NCT00788775,Not PM,,,,,,,,,
18,NCT00835419,Not PM,,,,,,,,,
18,NCT00839410,Not PM,,,,,,,,,
18,NCT00847522,Not PM,,,,,,,,,
18,NCT00856804,Not PM,,,,,,,,,
18,NCT00866177,Not PM,,,,,,,,,
18,NCT00871533,Not PM,,,,,,,,,
18,NCT00881920,Not PM,,,,,,,,,
18,NCT00884936,Not PM,,,,,,,,,
18,NCT00897546,Not PM,,,,,,,,,
18,NCT00898183,Not PM,,,,,,,,,
18,NCT00924001,Not PM,,,,,,,,,
