trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
6,25048604,Human PM,Exact,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25051202,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25063807,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25073704,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25117819,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25180764,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25185693,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25257244,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Excludes,Matches
6,25265494,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25341653,Human PM,Exact,Missing Variant,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25343173,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25361077,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25363723,Human PM,More Specific,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25364391,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25380183,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25422890,Human PM,More General,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25472806,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25472943,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25490715,Human PM,More Specific,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25544760,Human PM,Exact,Different Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25557167,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25607474,Human PM,More General,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25622086,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25623974,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25643238,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25646931,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25744437,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25749811,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25752325,Human PM,More Specific,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25768829,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25787767,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25795251,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25806470,Not PM,,,,,,,,,
6,25839886,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25848750,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25888143,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25893129,Not PM,,,,,,,,,
6,25960652,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25962795,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25976339,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25980594,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25989506,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,25993155,Human PM,Exact,Different Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26037941,Human PM,Exact,Different Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26125673,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Matches,Matches
6,26138035,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26139106,Human PM,More Specific,Different Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26141621,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26171248,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26200454,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26204954,Human PM,Exact,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26275246,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26282084,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26314551,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26347528,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26356671,Not PM,,,,,,,,,
6,26364606,Human PM,More General,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26426340,Human PM,More Specific,Different Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26451873,Animal PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26486743,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26498143,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26512791,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Excludes,Matches
6,26562020,Human PM,Exact,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26600396,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26643848,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26710785,Human PM,Exact,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26731560,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26790143,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26807515,Human PM,More Specific,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26825657,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26851802,Human PM,More General,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26857260,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26924424,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,26980032,Human PM,Not Disease,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27151331,Human PM,More Specific,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27192168,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27219630,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27246822,Human PM,More Specific,Different Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27283860,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27320919,Human PM,Exact,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27403706,Human PM,Exact,Different Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27478668,Not PM,,,,,,,,,
6,27510784,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27541173,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27624451,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27766572,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27771229,Human PM,More Specific,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27772866,Not PM,,,,,,,,,
6,27783987,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27793752,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,27863476,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,2869074,Not PM,,,,,,,,,
6,291606,Not PM,,,,,,,,,
6,3256877,Not PM,,,,,,,,,
6,326691,Not PM,,,,,,,,,
6,3278092,Not PM,,,,,,,,,
6,3281961,Not PM,,,,,,,,,
6,3391748,Not PM,,,,,,,,,
6,4160968,Not PM,,,,,,,,,
6,440352,Not PM,,,,,,,,,
6,4421215,Not PM,,,,,,,,,
6,5383414,Not PM,,,,,,,,,
6,5579714,Not PM,,,,,,,,,
6,5700098,Not PM,,,,,,,,,
6,5844157,Not PM,,,,,,,,,
6,6062671,Not PM,,,,,,,,,
6,619785,Not PM,,,,,,,,,
6,6479972,Not PM,,,,,,,,,
6,652229,Not PM,,,,,,,,,
6,687305,Not PM,,,,,,,,,
6,6921481,Not PM,,,,,,,,,
6,6924351,Not PM,,,,,,,,,
6,712753,Not PM,,,,,,,,,
6,7452012,Not PM,,,,,,,,,
6,766012,Not PM,,,,,,,,,
6,7722014,Not PM,,,,,,,,,
6,7757783,Not PM,,,,,,,,,
6,7760905,Not PM,,,,,,,,,
6,7904311,Not PM,,,,,,,,,
6,8402885,Not PM,,,,,,,,,
6,8435670,Not PM,,,,,,,,,
6,853903,Not PM,,,,,,,,,
6,9653249,Not PM,,,,,,,,,
6,9661465,Not PM,,,,,,,,,
6,AACR_2012-1223,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2012-3677,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2012-3985,Not PM,,,,,,,,,
6,AACR_2012-4170,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2012-5598,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-1116,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-1977,Animal PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-23,Human PM,Exact,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-2437,Human PM,More General,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-3381,Human PM,More General,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-3404,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-3405,Human PM,More Specific,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-5082,Human PM,More Specific,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-5245,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2013-5570,Not PM,,,,,,,,,
6,AACR_2014-1144,Animal PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2014-1671,Not PM,,,,,,,,,
6,AACR_2014-2611,Human PM,Exact,Missing Variant,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2014-3698,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2014-4331,Human PM,Exact,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2014-5245,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2014-5282,Not PM,,,,,,,,,
6,AACR_2015-1094,Human PM,More Specific,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2015-2432,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2015-2518,Not PM,,,,,,,,,
6,AACR_2015-4535,Not PM,,,,,,,,,
6,AACR_2016-1131,Not PM,,,,,,,,,
6,AACR_2016-2285,Human PM,Exact,Missing Gene,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2016-2546,Human PM,More General,Missing Gene,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2016-2685,Human PM,More Specific,Missing Variant,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2016-2992,Not PM,,,,,,,,,
6,AACR_2016-4017,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2016-4167,Human PM,Exact,Exact,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,AACR_2017-3836,Human PM,Exact,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_112427-132,Human PM,Not Disease,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_132217-144,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_164826-176,Human PM,More Specific,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_169489-176,Human PM,Exact,Missing Variant,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_186257-199,Human PM,Exact,Exact,BRAF (V600E),Missing Gene,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_34187-65,Human PM,Not Disease,Exact,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_35268-65,Human PM,Not Disease,Missing Gene,BRAF (V600E),Exact,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_42644-74,Human PM,More Specific,Missing Variant,BRAF (V600E),Different Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
6,ASCO_52774-74,Human PM,More Specific,Exact,BRAF (V600E),Exact,NRAS (Q61R),,,Matches,Not Discussed
6,ASCO_61025-101,Human PM,Not Disease,Missing Variant,BRAF (V600E),Missing Variant,NRAS (Q61R),,,Not Discussed,Not Discussed
7,10065170,Not PM,,,,,,,,,
7,1007359,Not PM,,,,,,,,,
7,10338338,Not PM,,,,,,,,,
7,10415370,Not PM,,,,,,,,,
7,11005690,Not PM,,,,,,,,,
7,11336460,Human PM,Not Disease,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,11606406,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,11832380,Not PM,,,,,,,,,
7,11872248,Not PM,,,,,,,,,
7,12036934,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,12068308,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,12150818,Not PM,,,,,,,,,
7,12297947,Not PM,,,,,,,,,
7,12404023,Not PM,,,,,,,,,
7,12460918,Not PM,,,,,,,,,
7,12473582,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,12591721,Not PM,,,,,,,,,
7,12810628,Not PM,,,,,,,,,
7,12824225,Not PM,,,,,,,,,
7,12853340,Not PM,,,,,,,,,
7,12873977,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,12873990,Not PM,,,,,,,,,
7,13051595,Not PM,,,,,,,,,
7,13055900,Not PM,,,,,,,,,
7,13112197,Not PM,,,,,,,,,
7,13112199,Not PM,,,,,,,,,
7,13120118,Not PM,,,,,,,,,
7,13160880,Not PM,,,,,,,,,
7,13194173,Not PM,,,,,,,,,
7,13737198,Not PM,,,,,,,,,
7,13784291,Not PM,,,,,,,,,
7,13835065,Not PM,,,,,,,,,
7,13965590,Not PM,,,,,,,,,
7,1399486,Not PM,,,,,,,,,
7,14003422,Not PM,,,,,,,,,
7,14048346,Not PM,,,,,,,,,
7,14617374,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,1468250,Not PM,,,,,,,,,
7,14691295,Not PM,,,,,,,,,
7,14708620,Not PM,,,,,,,,,
7,14890872,Not PM,,,,,,,,,
7,14943094,Not PM,,,,,,,,,
7,14961576,Not PM,,,,,,,,,
7,15057043,Not PM,,,,,,,,,
7,15060100,Not PM,,,,,,,,,
7,15140228,Not PM,,,,,,,,,
7,15277467,Not PM,,,,,,,,,
7,15457097,Not PM,,,,,,,,,
7,15467732,Human PM,Exact,Exact,BRAF amplification,,,,,Not Discussed,Not Discussed
7,15577327,Not PM,,,,,,,,,
7,15663508,Not PM,,,,,,,,,
7,15694309,Not PM,,,,,,,,,
7,15735667,Not PM,,,,,,,,,
7,15917418,Not PM,,,,,,,,,
7,15948115,Not PM,,,,,,,,,
7,16001072,Human PM,Exact,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,16086994,Not PM,,,,,,,,,
7,16096377,Not PM,,,,,,,,,
7,16098043,Not PM,,,,,,,,,
7,16117801,Not PM,,,,,,,,,
7,16123397,Not PM,,,,,,,,,
7,16291983,Not PM,,,,,,,,,
7,16410717,Not PM,,,,,,,,,
7,16417231,Not PM,,,,,,,,,
7,16462768,Not PM,,,,,,,,,
7,16540642,Animal PM,Exact,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,16548152,Not PM,,,,,,,,,
7,16647948,Not PM,,,,,,,,,
7,16652198,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Matches,Not Discussed
7,1668533,Not PM,,,,,,,,,
7,16718269,Not PM,,,,,,,,,
7,16799476,Not PM,,,,,,,,,
7,16845322,Not PM,,,,,,,,,
7,16899595,Not PM,,,,,,,,,
7,16901402,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,16908931,Not PM,,,,,,,,,
7,17013093,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Not Discussed,Excludes
7,17016922,Not PM,,,,,,,,,
7,17346341,Not PM,,,,,,,,,
7,17590772,Not PM,,,,,,,,,
7,17690212,Not PM,,,,,,,,,
7,17699719,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,17846776,Not PM,,,,,,,,,
7,17885757,Not PM,,,,,,,,,
7,1791228,Not PM,,,,,,,,,
7,17962436,Not PM,,,,,,,,,
7,18119671,Not PM,,,,,,,,,
7,18227705,Not PM,,,,,,,,,
7,1823633,Not PM,,,,,,,,,
7,18245924,Not PM,,,,,,,,,
7,18279546,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,18374154,Not PM,,,,,,,,,
7,18375819,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,18782444,Not PM,,,,,,,,,
7,18790768,Human PM,Exact,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,18916353,Not PM,,,,,,,,,
7,18985043,Not PM,,,,,,,,,
7,19383313,Not PM,,,,,,,,,
7,19430407,Not PM,,,,,,,,,
7,19509136,Not PM,,,,,,,,,
7,19633643,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,19724275,Not PM,,,,,,,,,
7,20046161,Not PM,,,,,,,,,
7,20140953,Human PM,Exact,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,20147857,Not PM,,,,,,,,,
7,20182446,Not PM,,,,,,,,,
7,20233623,Not PM,,,,,,,,,
7,20286514,Not PM,,,,,,,,,
7,20350535,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,20426858,Not PM,,,,,,,,,
7,20605766,Not PM,,,,,,,,,
7,20653773,Not PM,,,,,,,,,
7,20679908,Not PM,,,,,,,,,
7,20786851,Not PM,,,,,,,,,
7,20818433,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,20818844,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,20892447,Not PM,,,,,,,,,
7,20932861,Not PM,,,,,,,,,
7,21002193,Not PM,,,,,,,,,
7,21013198,Not PM,,,,,,,,,
7,21041578,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21051183,Not PM,,,,,,,,,
7,21098728,Human PM,Not Disease,Exact,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21113138,Not PM,,,,,,,,,
7,21121840,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21139585,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21176117,Not PM,,,,,,,,,
7,21262211,Not PM,,,,,,,,,
7,21343559,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21345109,Not PM,,,,,,,,,
7,21482206,Not PM,,,,,,,,,
7,21483012,Not PM,,,,,,,,,
7,21606968,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21635872,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21639808,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21693616,Not PM,,,,,,,,,
7,21738740,Not PM,,,,,,,,,
7,21750866,Not PM,,,,,,,,,
7,21788131,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21827678,Not PM,,,,,,,,,
7,21829508,Not PM,,,,,,,,,
7,21905615,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21995398,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21995399,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,21997758,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22012135,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22027417,Not PM,,,,,,,,,
7,22124166,Not PM,,,,,,,,,
7,22137134,Not PM,,,,,,,,,
7,22157295,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22189819,Not PM,,,,,,,,,
7,22216021,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22222036,Not PM,,,,,,,,,
7,22241959,Not PM,,,,,,,,,
7,22261812,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22356324,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22384451,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22395615,Human PM,Exact,Exact,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22433222,Not PM,,,,,,,,,
7,22443134,Not PM,,,,,,,,,
7,22579930,Not PM,,,,,,,,,
7,22588879,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22593454,Not PM,,,,,,,,,
7,22608338,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22663011,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22805292,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22904646,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22911782,Human PM,Not Disease,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22931913,Human PM,Exact,Missing Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22972589,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,22981675,Not PM,,,,,,,,,
7,23001925,Human PM,More Specific,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
7,23031422,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,23047161,Not PM,,,,,,,,,
7,23051966,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,23082737,Human PM,Exact,Different Variant,BRAF amplification,,,,,Not Discussed,Not Discussed
7,23086767,Not PM,,,,,,,,,
7,23110010,Human PM,More Specific,Missing Variant,BRAF amplification,,,,,Matches,Not Discussed
7,23116250,Human PM,Exact,Exact,BRAF amplification,,,,,Not Discussed,Not Discussed
7,23134356,Human PM,Not Disease,Missing Gene,BRAF amplification,,,,,Not Discussed,Not Discussed
